author,content,author_descrition,reactions,comments,comments_number,tags;;;;;;;;;;;;;;;;
"HUMANUM EXECUTIVE S.A.S.HUMANUM EXECUTIVE S.A.S.,#Cybersécurité: l’Afrique en quête de solutionsLes#cyberattaquesse sont multipliées partout sur le continent africain ces dernières années. La riposte s’organise enfin...#Afriquehttps://lnkd.in/dTTj2KcK,62 abonnés62 abonnés,,,,""['Cybersécurité', 'cyberattaques', 'Afrique']""";;;;;;;;;;;;;;;;
"Aboubakri D.Aboubakri D.,,""Principal Coordination Adviser @ United Nations | PhD, International development Policies & Systems thinkingPrincipal Coordination Adviser @ United Nations | PhD, International development Policies & Systems thinking"",,,,[]";;;;;;;;;;;;;;;;
"Africa CyberSecurity MagAfrica CyberSecurity Mag,""🚨🟥#CyberActu: Lockbit, le célèbre groupe de hackers à l'origine de nombreuses attaques informatiques en Afrique est tombé. Du moins, son infrastructure.🟥🟩 Que s'est-il passé ⁉️Le groupe était à l'origine de l'attaque informatique sur :📌 L'ASECNA, Agence pour la Sécurité de la Navigation Aérienne en Afrique et à Madagascar,📌 Le transporteur egyptienGAC Egypt,📌 L'autorité sud-africaine d’enseignement et de formation du secteur bancaireThe BANKSETA,📌L'Ageroute Senegal,📌 Le service des impôts de Bamako au Mali#infosec#news#digital#cyberattaque#lockbit#africybermag#Cronos"",8 957 abonnés8 957 abonnés,,,,""['CyberActu', 'infosec', 'news', 'digital', 'cyberattaque', 'lockbit', 'africybermag', 'Cronos']""";;;;;;;;;;;;;;;;
"Ali EL AZZOUZIAli EL AZZOUZI,""More than 74% of African banks consider cybersecurity risks to be the most common obstacle to their development, and this applies to all regions. It is their most pressing concern. This fear is all the more justified given that a cyber-attack on a bank 'costs' more than in the rest of the economy.Follow us... Our recent study on cyber resilience of the banking sector in Africa will be available soon.Plus de 74 % des banques africaines considèrent les risques liés à la cybersécurité comme le frein le plus courant à leur développement, et ce pour l’ensemble des régions. C’est leur plus grande préoccupation. Cette crainte est d’autant plus justifiée qu’une cyberattaque dans une banque “coûte” plus cher que dans le reste de l’économie.Suivez-nous…Notre toute nouvelle étude sur la cyber-résilience du secteur bancaire en Afrique sera gratuitement accessible prochainement.#Cybersecurity,#CyberResilience,#AfricanBanks,#Africa,#CentralBanks,#WhitePaper,#BankFraud,#BankingRegulation,#BestPractices."",Founder & CEO - DATAPROTECTFounder & CEO - DATAPROTECT,,,,""['Cybersecurity', 'CyberResilience', 'AfricanBanks', 'Africa', 'CentralBanks', 'WhitePaper', 'BankFraud', 'BankingRegulation', 'BestPractices']""";;;;;;;;;;;;;;;;
"Institut pour la Société Civile en Afrique de l'OuestInstitut pour la Société Civile en Afrique de l'Ouest,""Did you know? Ransomware attacks are on the rise globally!According to the Allianz Global Corporate and Specialty Cyber Report (2022), the frequency of these attacks increased by about 100% from 2020 to 2021.How resilient is your organisation's digital security infrastructure?Gain some useful insights into digital security issues in the West Africa civic space from our new research report.Access report here:bit.ly/3IQmAHQ………………………………………………………………………Le saviez-vous ? Les attaques par ransomware sont en augmentation dans le monde entier !Selon le rapport de l'Allianz Global Corporate and Specialty Cyber (2022), la fréquence de ces attaques a augmenté d'environ 100 % entre 2020 et 2021.Quelle est la résilience de l'infrastructure de sécurité numérique de votre organisation ?Obtenez des informations utiles sur les questions de sécurité numérique dans l'espace civique de l'Afrique de l'Ouest grâce à notre nouveau rapport de recherche.Accéder au rapport ici :http://bit.ly/3qmTXM1#DigitalSecurity#NGOResearchReport"",11 211 abonnés11 211 abonnés,,,,""['DigitalSecurity', 'NGOResearchReport']""";;;;;;;;;;;;;;;;
"DATAPROTECTDATAPROTECT,""Not a single African central bank wanted to remain outside a platform dedicated to exchanging experience in terms of responses to cybercriminal attacks.Follow us... Our recent study on cyber resilience of the banking sector in Africa will be available soon.Pas une seule banque centrale africaine ne souhaitait rester au-dehors d'une plateforme dédiée aux échanges d'expériences en matière de réponses aux attaques cybercriminelles.Suivez-nous…Notre toute nouvelle étude sur la cyber-résilience du secteur bancaire en Afrique sera gratuitement accessible prochainement.#Cybersecurity,#CyberResilience,#AfricanBanks,#Africa,#CentralBanks,#WhitePaper,#BankFraud,#BankingRegulation,#BestPractices."",38 694 abonnés38 694 abonnés,,,,""['Cybersecurity', 'CyberResilience', 'AfricanBanks', 'Africa', 'CentralBanks', 'WhitePaper', 'BankFraud', 'BankingRegulation', 'BestPractices']""";;;;;;;;;;;;;;;;
"Cyber Africa Forum (CAF)Cyber Africa Forum (CAF),""🔒 État de la Cybersécurité en Afrique : un appel à l'action“La cybersécurité n'est plus uniquement une question technologique, mais un risque organisationnel qui requiert une approche globale. Il est temps d'agir pour protéger nos entreprises et nos données.”💡 Face à l'essor des menaces cybernétiques sur le continent africain, nous sommes appelés à agir de manière décisive. Les statistiques actuelles révèlent une tendance alarmante, mais notre détermination à promouvoir la cybersécurité peut inverser cette dynamique. Pour notre Commissaire Général,Franck Kié, les principaux points à prendre en considération sont :1- Une inquiétante croissance des attaques : le nombre d'attaques cybernétiques augmente, mettant en lumière la nécessité cruciale d'améliorer nos défenses.2- L’importance de la cybersécurité : il est impératif que la cybersécurité soit au cœur de toutes les politiques pour assurer notre résilience face aux menaces émergentes.3- Une préparation à l'IA : face aux menaces de l'IA, il est crucial que les Etats Africains investissent dans la formation du capital humain, sensibilisent le secteur public et améliore les infrastructures pour rendre l'Afrique plus robuste.Aussi, surmonter ces défis nécessite des investissements financiers, une sensibilisation accrue et une éducation sur la réalité des attaques cybernétiques.🔎 Et vous, qu'en pensez-vous ?Rendez-vous donc les 15 et 16 avril 2024 auSofitel Abidjan Hôtel Ivoire, pour la 4e édition du Cyber Africa Forum (CAF), autour de risques cybernétiques et de l’IA.Choisissez dès maintenant votre pass sur :www.cyberafricaforum.comDécouvrez l’interview complet deCNBC:https://lnkd.in/dwnfj9PnCette quatrième édition du Cyber Africa Forum est organisée parKAYDAN GROUPE- Digital.#CyberAfricaForum#CAF2024#InscriptionOuverte#Cybersécurité#Numérique#IAYenataba Kignaman-SoroHuawei Enterprise Northern AfricaCybastionCAMENKI AFRICA GROUPAPSI-CI (Association des Professionnels de la Sécurité de l'Information de Côte d'Ivoire)Data365.coEcobank Côte d'IvoireColombe Cyber Defense Operations Center SA (CCDOC SA)UBA GroupKaspersky France and North, West & Central AfricaMastercardClub-DSI TunisieClub DSI BéninClub DSI CIOrange Cote d'IvoireDeloitteESETAtosRawbankGuichet Unique du Commerce Extérieur - CI"",13 908 abonnés13 908 abonnés,,,,""['CyberAfricaForum', 'CAF2024', 'InscriptionOuverte', 'Cybersécurité', 'Numérique', 'IA']""";;;;;;;;;;;;;;;;
"Smart AfricaSmart Africa,""“As the enabling#technologiesand devices multiply, so do the potential attack points.#Cybercrimeis estimated to cost#Africa$4 billion a year. With the cyber threat landscape continuously evolving, it is crucial for African nations and organizations to establish and implement comprehensive#cybersecuritymeasures” saidAretha M.,Smart Africa's Unit Manager for Data & Security infrastructure governance during the opening of the validation workshop forSmart AfricaContinental Cybersecurity Blueprint, yesterday.-------""""Les points d'attaque potentiels se multiplient au fur et à mesure que les technologies et les appareils se multiplient. On estime que la#cybercriminalitécoûte à l'#Afrique4 milliards de dollars par an. Le paysage des cybermenaces étant en constante évolution, il est crucial pour les nations et les organisations africaines d'établir et de mettre en œuvre des mesures de#cybersécuritécomplètes"""", a déclaréAretha M., responsable de l'unité deSmart Africachargée de la gouvernance de l'infrastructure des données et de la sécurité, lors de l'ouverture de l'atelier de validation du plan directeur continental deSmart Africaen matière de cybersécurité, hier.Federal Ministry for Economic Cooperation and Development (BMZ)Theoneste Ngiruwonsanga"",27 874 abonnés27 874 abonnés,,,,""['technologies', 'Cybercrime', 'Africa', 'cybersecurity', 'cybercriminalité', 'Afrique', 'cybersécurité']""";;;;;;;;;;;;;;;;
"Ali EL AZZOUZIAli EL AZZOUZI,""The paradigm shift in cybercrime, which increasingly focuses on end-users, their mobile devices, and their identities, generally relying on social engineering techniques, remains the emerging trend of attacks.Follow us... Our recent study on cyber resilience of the banking sector in Africa will be available soon.Le changement de paradigme de la cybercriminalité, qui privilégie de plus en plus les utilisateurs finaux, leurs appareils mobiles et leurs identités, en s'appuyant généralement sur des techniques d'ingénierie sociale reste la nouvelle tendance des attaques.Suivez-nous…Notre toute nouvelle étude sur la cyber-résilience du secteur bancaire en Afrique sera gratuitement accessible prochainement.#Cybersecurity,#CyberResilience,#AfricanBanks,#Africa,#CentralBanks,#WhitePaper,#BankFraud,#BankingRegulation,#BestPractices."",Founder & CEO - DATAPROTECTFounder & CEO - DATAPROTECT,,,,""['Cybersecurity', 'CyberResilience', 'AfricanBanks', 'Africa', 'CentralBanks', 'WhitePaper', 'BankFraud', 'BankingRegulation', 'BestPractices']""";;;;;;;;;;;;;;;;
"Institut pour la Société Civile en Afrique de l'OuestInstitut pour la Société Civile en Afrique de l'Ouest,""CSOs in West Africa must prioritise digital security.31% of CSOs in the region suffered cyber-attacks in the last 12 months, our latest research report has revealed.The region's digital security landscape needs urgent attention.Find out some of the key recommendations.Here:bit.ly/3IQmAHQ#DigitalSecurity#CyberThreats#CSOProtection#WestAfrica#SecureDigitalFuture........................................................................................................................Les OSC d'Afrique de l'Ouest doivent donner la priorité à la sécurité numérique.31% des OSC de la région ont subi des cyber-attaques au cours des 12 derniers mois, selon notre dernier rapport de recherche.Le paysage de la sécurité numérique de la région nécessite une attention urgente.Découvrez quelques-unes des principales recommandations.Ici :http://bit.ly/3qmTXM1#Sécuriténumérique"",11 211 abonnés11 211 abonnés,,,,""['DigitalSecurity', 'CyberThreats', 'CSOProtection', 'WestAfrica', 'SecureDigitalFuture', 'Sécuriténumérique']""";;;;;;;;;;;;;;;;
"DATAPROTECTDATAPROTECT,""The paradigm shift in cybercrime, which increasingly focuses on end-users, their mobile devices, and their identities, generally relying on social engineering techniques, remains the emerging trend of attacks.Follow us... Our recent study on cyber resilience of the banking sector in Africa will be available soon.Le changement de paradigme de la cybercriminalité, qui privilégie de plus en plus les utilisateurs finaux, leurs appareils mobiles et leurs identités, en s'appuyant généralement sur des techniques d'ingénierie sociale reste la nouvelle tendance des attaques.Suivez-nous…Notre toute nouvelle étude sur la cyber-résilience du secteur bancaire en Afrique sera gratuitement accessible prochainement.#Cybersecurity,#CyberResilience,#AfricanBanks,#Africa,#CentralBanks,#WhitePaper,#BankFraud,#BankingRegulation,#BestPractices."",38 694 abonnés38 694 abonnés,,,,""['Cybersecurity', 'CyberResilience', 'AfricanBanks', 'Africa', 'CentralBanks', 'WhitePaper', 'BankFraud', 'BankingRegulation', 'BestPractices']""";;;;;;;;;;;;;;;;
"Cyber Africa Forum (CAF)Cyber Africa Forum (CAF),""[#Englishbelow] L'IA et la cybersécurité seront au cœur du#CAF2024!La quatrième édition du#CAF, qui se tiendra les 15 et 16 avril prochains à Abidjan, en Côte d'Ivoire, abordera les enjeux de l'intelligence artificielle (IA) et de la cybersécurité en Afrique.L'IA est une technologie prometteuse qui a le potentiel de révolutionner de nombreux secteurs, notamment la santé, l'éducation et l'industrie mais qui soulève également de nombreux enjeux. Face à l'évolution rapide et complexe des cyberattaques, qui représentent un coût élevé, il est impératif pour les entreprises et les gouvernements africains de se munir des outils nécessaires pour contrer ces menaces.Le CAF2024 sera donc une plateforme privilégiée pour les acteurs clés des secteurs public et privé, notamment des experts en IA, afin de débattre des stratégies de renforcement de la sécurité informatique en Afrique.Les discussions du forum porteront sur des sujets essentiels, tels que :- Les dernières innovations et tendances en IA et cybersécurité.- Les stratégies éprouvées pour sécuriser les infrastructures informatiques africaines.- L'élaboration de partenariats public-privé robustes, axés sur l'amélioration de la cybersécurité sur le continent.--AI and cybersecurity will be at the heart of#CAF2024!The fourth edition of#CAF, to be held on April 15 and 16 in Abidjan, Côte d'Ivoire, will address the challenges of artificial intelligence (AI) and cybersecurity in Africa.AI is a promising technology with the potential to revolutionize many sectors, including healthcare, education and industry, but it also raises many challenges. In the face of rapidly evolving and complex cyber-attacks, which represent a high cost, it is imperative for African businesses and governments to equip themselves with the necessary tools to counter these threats.#CAF2024will therefore be a privileged platform for key players from the public and private sectors, including AI experts, to discuss strategies for strengthening IT security in Africa.Discussions at the forum will cover key topics such as:- The latest innovations and trends in AI and cybersecurity.- Proven strategies for securing African IT infrastructures.- The development of robust public-private partnerships focused on improving cybersecurity on the continent.#CyberAfricaForum#CAF#Cybersecurity#IAhttps://lnkd.in/ekbYmG9n"",13 908 abonnés13 908 abonnés,,,,""['Englishbelow', 'CAF2024', 'CAF', 'CAF2024', 'CAF', 'CAF2024', 'CyberAfricaForum', 'CAF', 'Cybersecurity', 'IA']""";;;;;;;;;;;;;;;;
"Mickaël T.Mickaël T.,""### Éditorial : La Montée en Puissance des Cyberattaques 🚨🌐Cette semaine, le monde numérique a une fois de plus été secoué par une série de cyberattaques qui mettent en lumière la vulnérabilité croissante de nos systèmes et infrastructures. Des gouvernements aux entreprises privées, personne n'est à l'abri. Les cyberattaques se multiplient et deviennent de plus en plus sophistiquées, soulignant l'importance d'une cybersécurité renforcée.La fréquence et la gravité des attaques récentes révèlent un schéma inquiétant : des systèmes critiques comme ceux de la justice en Afrique du Sud, des services publics comme les bibliothèques aux États-Unis, et des entreprises de services essentiels comme Guardian Childcare en Australie ont tous été pris pour cibles. Ces incidents montrent que les attaquants cherchent non seulement à perturber, mais aussi à accéder à des données sensibles et à exercer une pression financière via des ransomwares.Prenons par exemple l'attaque contre le département de la Justice en Afrique du Sud, qui a non seulement affecté les paiements de soutien aux enfants mais a également souligné des failles de sécurité persistantes depuis une attaque similaire en 2021. De même, la cyberattaque contre Mobitwin en Belgique a perturbé les services de transport pour les personnes à mobilité réduite, illustrant comment les cyberattaques peuvent avoir des répercussions directes sur la vie quotidienne des citoyens.Ces événements ne sont pas isolés. Ils font partie d'une tendance mondiale où les cybercriminels exploitent les failles de sécurité pour accéder à des informations sensibles, perturber des services et exiger des rançons. La récente attaque contre la bibliothèque publique de Seattle, par exemple, a rendu les services en ligne inaccessibles, affectant ainsi des milliers de résidents dépendants de ces services pour leur accès à l'information et aux ressources.Il est crucial que les organisations prennent des mesures proactives pour renforcer leurs défenses. Cela inclut la mise à jour régulière des systèmes, la formation continue des employés sur les bonnes pratiques de sécurité et l'investissement dans des technologies de cybersécurité avancées. En outre, la collaboration entre les secteurs public et privé est essentielle pour partager les informations sur les menaces et coordonner les réponses aux incidents.La cybersécurité n'est plus un luxe mais une nécessité. Les attaques de cette semaine servent de rappel brutal que la vigilance et la préparation sont nos meilleures armes contre les cybermenaces. En tant que communauté mondiale, nous devons rester unis et déterminés à protéger nos infrastructures critiques et nos données personnelles.Restez informés, restez protégés. Ensemble, nous pouvons faire face à cette menace croissante et protéger notre monde numérique.🔒🌍💪#Cybersécurité#Cyberattaques#SécuritéNumérique#ProtectionDesDonnées#Prévention#Innovation#Collaboration"",Ingénieur cybersécuritéIngénieur cybersécurité,,,,""['Cybersécurité', 'Cyberattaques', 'SécuritéNumérique', 'ProtectionDesDonnées', 'Prévention', 'Innovation', 'Collaboration']""";;;;;;;;;;;;;;;;
"Mohamed KAROUIAMohamed KAROUIA,""We are honoured to be one of the 50 panelists at the first edition of the ‘‘Africa Postal Leaders Forum’’, to be held from 3 to 5 July in Abidjan, Côte d'Ivoire.This first UPU Africa Postal Leaders Forum will bring together postal leaders#leadersfrom nearly 40 African countries as well as politicians, policymakers, regulators, and partners to discuss how to accelerate the#modernizationof Posts in Africa.Development partners, including the West African Development Bank#bank#development, the African Development Bank Group, the World Health Organization (WHO) and members of the UPU Consultative committee will be present.Congratulations toIsaac GNAMBA-YAO, Chairman of the Board of Directors, Universal Postal Union, for making this project a reality.#africaAfrica Posts play a central role in socio-economic development and in giving citizens and businesses greater access to#eCommerce. They are therefore well placed to provide innovative#digitalservices, bridge connectivity gaps and thus contribute to social, digital and financial#inclusion.On Day 2 from 14:30-16:30 local time, the Forum will focus on the topic#Cybersecurity: Securing#postalinfrastructure- how to get it right?In recent years, the world has witnessed a significant increase in#cyberthreatstargeting commercial organizations and national infrastructures. With the increased#digitalizationof the#economyand#postalservices, comes an increased risk. These attacks pose serious risks to the integrity, confidentiality, and availability of essential postal services. How do we build harmonized / collaborative protection between sectors, how do we foster#secureand#sustainable#digitizationof posts?The session aims to:- Raise awareness about the escalating cybersecurity threats.- Foster collaboration and information sharing between stakeholders to enhance the overall cybersecurity situation.- Identify best practices, technologies, and policies to strengthen the resilience of postal systems against cyber threats.Moderator: Gertrude KONE KOUASSIé, Chairperson of the Digital Economy and Enterprise Commission of the Côte d'Ivoire General Trade ConfederationSpeakers: Mohamed KAROUIA, CEO, Executive Digital Partners, Serge Zongo, Cybersecurity focal point, International Telecommunication Union - Tracy Hackshaw, .POST Business Unit Manager,#UPU, Laïcana COULIBALY, Cybersecurity Expert, IFG Afrique, Rajkumar Velagapudi, Founder & CEO, TAO Digital Solutions"",Founder and Managing PartnerFounder and Managing Partner,,,,""['leaders', 'modernization', 'bank', 'development', 'africa', 'eCommerce', 'digital', 'inclusion', 'Cybersecurity', 'postalinfrastructure', 'cyberthreats', 'digitalization', 'economy', 'postalservices', 'secure', 'sustainable', 'digitization', 'UPU']""";;;;;;;;;;;;;;;;
"Tracy HackshawTracy Hackshaw,""I am extremely pleased and privileged to be speaking, as the#dotPOSTBusiness Unit Manager, at theUniversal Postal Union#AfricaPostal Leaders Forum being held from July 3-5, 2023 in#Abidjan, Côte d’Ivoire with the theme “The African#Posts' journey to#DigitalTransformationand#Innovation”.The forum will bring together postal executives,#regulators,#policymakers&#technologyindustry experts from around Africa to discuss the most pressing challenges and opportunities for the#postalindustry. The forum will also provide a platform for participants to exchange experiences and share their insights and#successstories. Key topics include, inter alia:The role of the#postalsectorin the#digitaleconomy|#eCommerce: the driving force behind digital transformation in the Posts |CONNECT.POSTRoundtables on: infrastructure for#digitalservices& Digital Transformation Enablers |On Day 2 from 1430-1630 local time, the Forum will focus on the topic#Cybersecurity: Securing#postalinfrastructure- how to get it right?In recent years, the world has witnessed a significant increase in#cyberthreatstargeting commercial organizations and national infrastructures. With the increased#digitalizationof the#economyand#postalservices, comes an increased risk. These attacks pose serious risks to the integrity, confidentiality, and availability of essential postal services. How do we build harmonized / collaborative protection between sectors, how do we foster#secureand#sustainable#digitizationof posts?The session aims to:- Raise awareness about the escalating cybersecurity threats.- Foster collaboration and information sharing between stakeholders to enhance the overall cybersecurity situation.- Identify best practices, technologies, and policies to strengthen the resilience of postal systems against cyber threats.Moderator:Gertrude KONE KOUASSIé, Chairperson of the Digital Economy and Enterprise Commission of the Côte d'Ivoire General Trade ConfederationSpeakers:Mohamed KAROUIA, CEO, Executive Digital partners, Serge Zongo, Cybersecurity focal point,International Telecommunication Union- Tracy Hackshaw, .POST Business Unit Manager,#UPU,Laïcana COULIBALY, Cybersecurity Expert, IFG Afrique,Rajkumar Velagapudi, Founder & CEO,TAO Digital SolutionsClick here -https://lnkd.in/eJHpnb-sto register for#remoteparticipationand be sure to visithttps://lnkd.in/erxFm99vto learn more about this landmark event.#WeAreDotPOST#DigitalSkills#Afrique#CyberAfrica#Francophonie#TheCommonwealthRichard Labelle|Abdul-Hakeem Ajijola|Titi A.|Alice Munyua|Anne-Rachel I.|Pierre Dandjinou|Adiel A. Akplogan|ICANN|Internet Society|Dawit Bekele|Kevin G. Chege|Yazid AKANHO|Yaovi Atohoun|Iwan de Fluiter|Nii Quaynor|Sally Wentworth|Sally Costerton"",ICT & Digital Economy StrategistICT & Digital Economy Strategist,,,,""['dotPOST', 'Africa', 'Abidjan', 'Posts', 'DigitalTransformation', 'Innovation', 'regulators', 'policymakers', 'technology', 'postalindustry', 'successstories', 'postalsector', 'digitaleconomy', 'eCommerce', 'digitalservices', 'Cybersecurity', 'postalinfrastructure', 'cyberthreats', 'digitalization', 'economy', 'postalservices', 'secure', 'sustainable', 'digitization', 'UPU', 'remoteparticipation', 'WeAreDotPOST', 'DigitalSkills', 'Afrique', 'CyberAfrica', 'Francophonie', 'TheCommonwealth']""";;;;;;;;;;;;;;;;
"GTI Software & Networking AfriqueGTI Software & Networking Afrique,""Every business understands the growing threat and devastating consequences of ransomware attacks, the question is how do organizations like yours rethink their approach to data security and mitigate that risk?Evidence has already shown that a multi-layered approach is the most effective foundation on which to build your cyber-resiliency policy but what exactly does that look like?GTI Software & Networking are a trusted Hitachi partner and would like to invite you to watch this ESG webcast where you can take a deeper dive into what multi-layered cyber resilience looks like. Topics include:The hard realities of the ransomware threat and how it affects you.Mitigating the risks of daily, weekly & monthly attacks with pro-active measures.Identifying the most common areas of vulnerability.Watch the webcast :https://bit.ly/44R1BwAHicham BoumesliISanaa BoubouhIKamal LahlouIAbdessamad JEHOUANIIOthmane ChafraouiIBrendan TobinIPete RawdenIMarike WepenerIMaria KaladzisI Des Moodley#Gti#Hitachi#VValley#Data#Innovation#Technology"",2 684 abonnés2 684 abonnés,,,,""['Gti', 'Hitachi', 'VValley', 'Data', 'Innovation', 'Technology']""";;;;;;;;;;;;;;;;
"Cyber Africa Forum (CAF)Cyber Africa Forum (CAF),""[#Englisbelow] Comme Ouanilo MEDEGAN FAGLA, Directeur pôle sécurité numérique (Agence des Systèmes d'Information et du Numérique (ASIN) - Bénin), rejoignez notre communauté de leaders influents !« Les jeunes que nous formons, pendant trois ou quatre ans, sont ensuite bien souvent débauchés par l’extérieur, ils partent s’installer au Canada, en France, en Belgique… On ne peut pas enfermer les gens, on le sait, une partie d’entre eux vont partir. Ce qui nous amène à la formation. Il est nécessaire de proposer plus de formations… » Ouanilo MEDEGAN FAGLA, Directeur pôle sécurité numérique de l'Agence des Systèmes d'Information et du Numérique (ASIN) - Bénin.Faisant parti du cercle des 300 décideurs du Cyber Africa Forum(CAF), Ouanilo MEDEGAN FAGLA, Directeur du pôle sécurité numérique à l'Agence des Systèmes d'Information et du Numérique (ASIN) - Bénin, a dans une récente interview accordée à Jeune Afrique, partagé sa vision sur l'importance cruciale de la#cybersécuritéen#Afriqueet a partagé son parcours, de ses débuts en tant que#hackerà son engagement pour former les futurs#talentsdu numérique sur le continent.💡Il revient notamment sur :- Les principaux risques de cyberattaques auxquels sont confrontés les États et les entreprises africaines- Le besoin de formation des talents numériques- Les défis des start-ups en AfriqueDécouvrez ses analyses approfondies sur le potentiel numérique de l'Afrique et la nécessité pour les entreprises d'être transparentes en cas d'attaque, afin de préserver la confiance du public. Et rejoignez notre réseau de leaders influent à la 4e édition du Cyber Africa Forum, les 15 et 16 Avril 2024 à Abidjan en Côte d'Ivoire. Inscrivez-vous dès maintenant via le lien suivant :https://lnkd.in/ekqjWM8dhttps://lnkd.in/e7tCC8Dn---[#EN]""""The young people we train, for three or four years, are then very often poached by outsiders, leaving to settle in Canada, France, Belgium... We can't lock people up, we know that some of them are going to leave. Which brings us to training. We need to offer more training..."""" Ouanilo MEDEGAN FAGLA, Director of Digital Security ASIN - Benin)As one of the 300 decision-makers at the Cyber Africa Forum(CAF), Ouanilo MEDEGAN, Director of Digital Security at the Agence des Systèmes d'Information et du Numérique (ASIN) - Bénin, shared his vision on the crucial importance of#cybersecurityin#Africain a recent interview with Jeune Afrique, and shared his journey, from his beginnings as a#hackerto his commitment to training the continent's future#digitaltalents.In particular, he looks back at:- The main risks of cyberattacks facing African states and businesses- The need to train digital talent- The challenges facing start-ups in AfricaDiscover his in-depth analyses of Africa's digital potential and the need for companies to be transparent in the event of an attack, in order to preserve public trust."",13 908 abonnés13 908 abonnés,,,,""['Englisbelow', 'cybersécurité', 'Afrique', 'hacker', 'talents', 'EN', 'cybersecurity', 'Africa', 'hacker', 'digital']""";;;;;;;;;;;;;;;;
Tech Insights For IndustryTech Insights For Industry,,99 abonnés99 abonnés,,,,[];;;;;;;;;;;;;;;;
"Jeune AfriqueJeune Afrique,""Déjà bien ancré en Afrique subsaharienne, le groupe américain#Cybastionspécialiste de la cybersécurité et du renseignement dirigé par par le Camerounais Thierry#Wandjimet le cap vers le nord du continent. Il compte sur sa connaissance du contexte africain pour renforcer son rôle d’intégrateur technologique au sein des États."",460 054 abonnés460 054 abonnés,,,,""['Cybastion', 'Wandji']""";;;;;;;;;;;;;;;;
"Edith Brou BleuEdith Brou Bleu,""Fières et unies, les#CyberAfricaWomen🇨🇮♀️ luttent pour l'inclusion et l'émancipation des femmes dans le numérique.Ensemble, nous brisons les barrières, inspirons les générations futures et ouvrons la voie à un avenir plus équitable.Bravo à toutes les femmes impliquées dans cette noble mission !Rejoignez le mouvement auCyber Africa Forum (CAF)🔥📍 l'événement incontournable de la cybersécurité en Afrique, les 15 et 16 avril au Sofitel Ivoire Abidjan !Retrouvez le programme de ces deux jours intenses de panels, de workshops et de rencontres entre professionnels ici 👉🏽https://lnkd.in/eYyJ5vXd"",Founder of KESSIYA.COMFounder of KESSIYA.COM,205,,,['CyberAfricaWomen']";;;;;;;;;;;;;;;;
SADIO C.SADIO C.,Orange MaliMoov Africa MalitelMicrosoftOracleAmazon Web Services (AWS)Croissance Afrique OfficielWest African Economic and Monetary Union (UEMOA)BNDA MaliSup'Management,Technology SolutionsTechnology Solutions,,,,[];;;;;;;;;;;;;;;;
"data354data354,""LeCyber Africa Forum (CAF)est le carrefour des idées et des innovations en matière de cybersécurité et d'intelligence artificielle en#Afrique. data354 est ravi de participer à cet événement de premier plan en tant que Partenaire de longue date, pour la 4e édition qui se déroulera les 15 et 16 avril au Sofitel Abidjan Hôtel Ivoire. 🌍🔐Cette année, le forum aborde les défis pressants de la cybersécurité et de l'IA avec le thème : """"Risques cybernétiques et intelligence artificielle : quelles stratégies de défense face aux nouvelles menaces numériques ?"""" Une opportunité unique de réunir les acteurs clés pour des échanges constructifs. 💼💡data354 est également fier de rejoindre l'initiative#CyberAfricaWomendans le but de soutenir toutes les actions en faveur de l’intégration des femmes dans la cybersécurité et dans le secteur numérique au sens large. Rejoignez-nous pour ces synergies transformatrices au Sofitel Ivoire Abidjan! 👩‍💼👩‍💻"",4 198 abonnés4 198 abonnés,63,,,""['Afrique', 'CyberAfricaWomen']""";;;;;;;;;;;;;;;;
"Africa CyberSecurity MagAfrica CyberSecurity Mag,""▶️ Découvrez les moments forts de l'actualité 📗 cyber en Afrique de cette semaine dans notre newsletter.De nouvelles législations, des cyberattaques récentes, jusqu'à la formation des jeunes, la semaine a été riche en événements.Abonnez-vous"",8 957 abonnés8 957 abonnés,,,,[]";;;;;;;;;;;;;;;;
"Patricia Pedhom NonoPatricia Pedhom Nono,""#PwC_CyberIndex_2023- Do you know your cyber exposure ?PwC Afrique Francophone SubSahariennehas done an independent  analysis to assess the cybersecurity external#risk_exposureacross more than 200 companies across 8 countries.💡The higher is your index, the lower is your risk to have a successful cyberattack !Key insights➡️ Only 3️⃣ over 10 companies show a maturity level """"Advanced""""➡️ Overall maturity ranking in West and Central Africa range between """"Poor"""" to """"Moderate""""❔️ Can you guess which sector has the best cybersecurity index ? Please classify by order in comments:👇1. Banks2. Telcos3. Fintech4. Assurance"",""Partner @ PwC | Problem Solver & Business Strategist, Driving Strategic Transformation and Creating Value for Clients, People & CommunitiesPartner @ PwC | Problem Solver & Business Strategist, Driving Strategic Transformation and Creating Value for Clients, People & Communities"",,,,""['PwC_CyberIndex_2023', 'risk_exposure', 'PwC_SSFA_Cybersecurity_Index_2023']""";;;;;;;;;;;;;;;;
